index,Pt1-baseline,Pt2-baseline,Pt3-baseline,Pt4-baseline,Pt5-baseline,Pt6-baseline,Pt8-baseline,Pt9-baseline,Pt10-baseline,Pt15-baseline,Pt16-baseline,Pt17-baseline,Pt18-baseline,Pt19-baseline,Pt20-baseline,Pt23-baseline,Pt24-baseline
ACER2,0.386384,0.5267105,0.4758925,0.8611075,0.2991485,0.765188333,0.81813,0.3745815,0.376469,0.344189,1.32488,0.779633333,0.227607,0.527922,1.021195,0.4689745,0.597266
ACER3,3.010555,5.61197,7.308735,22.7629,2.276645,3.248706667,5.215395,6.314195,2.01977,8.77137,0.967737333,11.2753,2.80411,5.18734,4.51048,2.870525,3.405175
ACHE,1.22757,0.713158,0.2034212,0.4780915,1.0346985,0.357146667,0.515379,3.10096,1.0262655,0.367636,0.429131667,0.611382667,1.62936,0.633807,0.202803,0.6910445,7.87849
ACIN1,93.654,46.03235,45.7101,36.69685,42.0398,35.63396667,82.5578,85.4061,35.35765,69.44795,41.79813333,21.58256667,29.2974,36.2965,37.14125,36.26205,26.46365
ACKR2,0.1147475,0.196224,1.19106,0.2393955,0.526946,0.061642467,2.44475,0.03344275,1.01948,0.0709826,0.209092,0.0984656,0.0477399,0.2224455,0.10190215,0.22992,0.0733801
ACKR3,0.9326225,2.90588,6.68122,15.2765,6.87539,3.530133333,2.76591,2.980495,8.91562,1.671435,5.376803333,5.41347,7.17329,14.58565,5.33554,1.900955,10.41275
ACKR4,0.6467715,0.254116,1.259185,1.147575,2.282785,1.41631,3.468325,0.3066885,3.071065,1.039125,0.575077667,2.43778,0.371248,1.22092,5.30514,0.317626,2.884445
ACLY,53.7083,38.33865,45.5569,32.86615,44.8054,40.7775,35.74135,40.82395,38.87975,33.3322,40.3766,26.05523333,82.9727,29.41565,43.0477,39.59495,49.03005
ACMSD,0.01521745,0.01263705,0.0,0.0,0.0189491,0.0,0.0,0.03407115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACO1,3.082755,5.26788,17.47365,15.59515,20.29675,11.33246667,5.009685,12.45855,10.17855,9.23285,15.41213333,7.025106667,10.0084,8.53757,11.74995,13.0079,11.45825
ACO2,57.25265,57.80625,61.34645,28.8111,180.574,53.49883333,32.0089,44.16,45.9855,31.6176,95.52713333,37.3884,83.5536,28.34525,46.12035,78.8026,45.94795
ACOT1,4.477185,6.91727,3.38324,1.47622,2.067515,3.263523333,0.3951175,1.910385,6.32796,1.688245,1.514706667,1.66602,7.487,3.1096,2.59613,4.18864,0.614302
ACOT11,0.4840485,0.1477928,1.82406,2.180205,0.397531,0.214469,1.725665,0.5627555,2.39095,0.160833,0.232530667,0.224308667,2.50563,0.8342995,1.756475,1.93905,0.8653225
ACOT12,0.01922485,0.02406155,0.0188192,0.00764385,0.0,0.0,0.0273669,0.01081515,0.01706035,0.11002975,0.0133621,0.0,0.239027,0.0,0.0,0.01826745,0.0
ACOT13,8.138515,12.81015,5.14201,5.495025,3.580785,5.64168,6.410675,4.33462,3.042975,6.73863,5.528943333,7.153236667,1.54645,8.688175,6.68139,5.216625,6.107535
ACOT2,13.59235,20.64035,8.362145,6.67382,20.0748,10.61433333,3.901145,6.256775,26.11915,13.3346,11.452,7.122863333,19.8056,20.6411,7.808815,14.34135,1.65461
ACOT4,3.287565,0.4445185,0.8220395,1.439465,0.7815695,0.180056333,0.7974525,0.326807,8.30184,3.363345,3.756376667,1.039326,2.15327,2.92262,0.402625,3.407505,1.661835
ACOT6,0.0225272,0.0,0.0,0.0,0.029992,0.0,0.12331455,0.0,0.07859625,0.04117305,0.542082,0.0,0.0,0.10661365,0.1149749,0.455159,0.0
ACOT7,37.5607,73.7182,70.18535,41.3792,213.363,115.7876667,64.7132,65.32435,190.6665,59.32005,118.93,116.452,178.037,19.40635,154.2435,95.4009,39.7911
ACOT8,19.95635,20.09995,19.8361,20.11425,24.14115,10.8702,21.4743,18.0039,22.1863,30.779,37.944,26.4298,13.2383,15.3319,26.1384,23.6501,12.6628
ACOT9,28.6366,34.1923,37.2603,13.4537,17.69535,17.93376667,15.6471,11.06245,21.2016,33.92055,34.0563,44.78033333,16.3345,18.25095,19.48265,13.09395,18.89845
ACOX1,4.511865,6.44218,5.901615,5.028965,2.866835,5.20896,8.307945,2.974945,5.38474,6.940685,4.148506667,7.615396667,6.22329,5.952975,4.96018,3.333365,4.724065
ACOX2,0.08165895,0.75704,6.149425,7.970615,0.462701,0.520934,0.4707795,5.09802,0.7016355,0.2060285,2.604116667,0.537974667,8.98997,2.936235,1.1480105,0.1490665,0.363964
ACOX3,9.232525,6.764195,4.59606,3.472045,10.80795,4.7876,10.61955,6.614835,9.44834,5.09164,3.45044,8.102976667,4.87437,3.559585,3.160545,4.702275,9.04912
ACOXL,0.0254147,0.08143975,0.015299,0.02591295,0.04425735,0.0,0.1601025,0.02755705,0.0453742,0.2496445,0.301498667,0.711881667,0.0,0.0311259,0.01416545,0.0,0.0
ACP1,35.1101,42.86965,66.3243,49.28575,37.27595,53.17166667,24.0765,40.32175,37.36465,52.02505,54.4346,54.1092,42.0862,52.7073,35.4944,31.40665,56.5747
ACP2,20.2411,23.7527,21.26975,29.88175,51.22785,33.3003,23.2226,34.55245,38.37945,17.13575,79.19643333,36.00606667,29.7261,25.9941,35.86685,78.10745,22.86655
ACP5,187.1785,42.2316,131.6375,68.3394,474.424,33.05233333,173.198,93.2495,371.9355,28.47145,204.8133333,117.941,667.212,199.3995,60.15555,591.8635,142.4335
ACP6,21.0094,0.485547,20.02275,15.37425,12.75045,9.506933333,11.23545,23.1287,10.090555,7.94917,13.92773333,4.17845,8.93029,5.546415,26.2637,17.59635,4.449615
ACPP,0.1168225,0.1426875,23.5296,6.62511,0.750713,0.117157967,9.299985,5.183995,5.31771,0.10104695,0.140650367,1.745286667,0.6631,0.386889,23.9123,0.210829,0.0824748
ACR,0.225926,0.2221445,0.06467085,0.051738,0.1364575,0.0396557,0.0982222,0.164756,0.205991,0.201417,0.095470667,0.035254667,0.233378,0.1018838,0.0,0.279223,0.736365
ACRBP,0.5681395,0.9395165,0.8327405,0.9473125,1.51874,0.188103333,0.4218665,0.580991,0.471488,0.6463635,0.782029,2.399433333,0.701992,1.401995,0.6076775,1.82876,0.715377
ACRV1,0.140138,0.174422,0.4104455,0.272415,0.02228955,0.199500667,0.0267262,0.274628,0.268664,0.2296135,0.0,0.024995533,0.28076,0.1290005,0.09996275,0.0,0.1577735
ACSBG1,0.334263,0.169518,1.53522,2.179905,1.475045,0.107871933,7.46965,0.08313205,3.682605,0.207553,0.326031333,0.445126667,13.292,1.060194,0.902472,0.0317618,0.1526905
ACSBG2,0.090526,0.0160176,0.0384293,0.0101574,0.00793105,0.009930333,0.0305859,0.0489957,0.0060148,0.03363875,0.0,0.015345967,0.0,0.03416475,0.0197531,0.01234925,0.01106785
ACSF2,1.059672,1.107095,6.498515,4.516375,2.94628,0.946365667,8.38826,2.567945,7.42611,3.208235,9.245316667,8.311066667,49.9469,4.026695,1.312915,6.64104,2.95264
ACSF3,4.748395,1.528695,2.52021,3.594245,6.090405,5.01154,3.974085,7.81759,7.07015,3.07428,5.18237,6.829213333,7.85082,6.069285,3.60814,4.88518,6.462355
ACSL1,12.8372,8.59828,28.0295,15.35125,17.91375,38.8041,30.26685,16.48805,22.23995,13.68885,21.34906667,59.83593333,7.57681,12.7839,12.67875,19.24775,20.3736
ACSL3,31.81745,38.28825,113.5735,71.48315,25.457,53.4534,38.37885,45.2108,17.90035,35.47795,56.2981,30.41773333,53.4799,34.6103,63.074,28.99655,11.40825
ACSL4,16.85285,14.27745,22.38385,11.9455,4.872205,19.7706,13.3526,4.23123,3.39863,19.6836,10.67234,39.07353333,6.26498,12.01675,18.54115,4.720085,14.2419
ACSL5,1.300745,2.41641,0.869241,4.48085,4.819045,4.05768,3.04029,0.8403015,2.336375,10.77295,3.669193333,18.54173333,3.55259,5.26403,2.204925,5.75643,1.219765
ACSL6,0.02956975,0.0613876,0.0664469,0.05912225,0.05286055,0.005045333,0.043081,0.036805,0.0354151,0.0501284,0.071130133,0.896635667,0.25561,0.1410265,0.06871785,0.02112075,0.288477
ACSM1,0.0086083,0.0,0.0403145,0.2384435,0.02837435,0.005754033,0.0050962,0.3168175,0.06143385,0.0,0.024405567,0.0097529,0.0,0.0345728,0.0,0.00747165,0.0180909
ACSM2A,0.0,0.0,0.009763845,0.00403526,0.01229195,0.0042311,0.00305764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM2B,0.0,0.0,0.0,0.0,0.00818985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070922,0.0,0.0061589,0.0
ACSM3,0.0539957,0.08703475,0.158661,0.824687,0.11372505,0.075695967,0.201004,3.78621,0.328313,0.5013045,0.133224333,0.710255333,0.595649,0.537299,0.180562,0.1422827,0.175999
ACSM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM5,0.466252,0.5178125,0.09158055,0.3444285,0.394289,0.028210267,0.782901,0.18001,0.495792,0.6903685,0.064090133,1.25685,10.4496,1.000003,0.09021485,0.6961115,0.366743
ACSS1,10.14142,40.84025,19.8107,28.44785,7.275695,4.753193333,19.5288,29.09045,20.2726,24.73085,31.9633,26.43733333,50.4749,25.66105,18.36855,15.9381,11.61555
ACSS2,15.7699,16.92145,30.50965,50.06885,14.4796,5.776253333,13.6062,32.3386,16.203,11.0459,20.69283333,13.3427,11.8861,9.100755,115.1265,20.1628,10.33995
ACSS3,0.144839,0.4485255,0.1737815,17.36355,1.195365,0.1513852,9.44656,1.29602,1.76675,0.3203575,5.110513333,0.700403333,0.3096,0.5083485,13.45715,1.316685,2.774005
ACTA1,0.4125615,0.1007866,0.3398485,7.19128,0.667015,0.314743667,0.4201185,0.35062,10.56795,0.0775195,0.100570767,0.0660735,0.744002,0.10392655,0.514215,0.14421255,0.0684362
ACTA2,25.55455,61.50025,29.9449,133.304,191.5705,76.20033333,69.49025,23.6791,199.688,25.9128,49.6562,44.81143333,264.734,66.4407,145.5735,79.87325,292.8315
ACTB,1192.945,3199.89,2011.155,3178.29,4391.715,2782.88,2176.71,1899.66,4519.49,1575.42,3207.506667,2950.746667,4317.51,1757.575,2453.365,3996.095,3995.66
ACTBL2,0.1330425,0.0693715,0.02179935,0.177972,0.00951765,0.029434967,0.0440019,0.0082462,0.0436685,0.989668,0.0807111,0.092198767,0.0,0.0916361,0.081197,0.0363498,0.04877025
ACTBP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTC1,0.0103058,0.008679475,0.03456585,0.6416475,0.7661845,0.210723333,0.02323247,0.0628426,1.32643,0.016582,0.0352961,0.018030733,0.547972,0.08393975,0.5568135,0.07787,0.01806105
ACTG1,1405.41,1459.435,987.5515,912.2645,1478.38,1662.406667,1631.675,881.206,2841.355,2158.715,1118.403333,1726.97,6356.87,1280.535,1052.485,1477.105,2229.96
ACTG2,2.384395,4.085515,4.466855,43.07435,16.04525,2.75878,1.88427,0.805694,114.682,1.1606585,2.992013333,2.651973333,14.3392,9.57369,7.827955,3.547145,3.80119
ACTL10,2.58419,0.7577525,1.1758,1.86812,3.90963,0.314307,0.6595415,1.342115,3.80501,0.7053745,2.272946667,1.784646667,1.39993,0.667152,1.255205,1.67079,1.59641
ACTL6A,24.7434,34.50415,40.95125,36.5784,24.32195,20.52406667,26.3034,29.80605,27.72565,34.2972,70.41033333,41.24896667,23.1428,27.15085,54.2461,18.4215,48.3378
ACTL6B,0.0,0.0,0.0,0.0097242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01936165,0.0589245
ACTL7A,0.01310505,0.0,0.0374369,0.0,0.0,0.0,0.0,0.0283009,0.0,0.0,0.0,0.0,0.0,0.113907,0.0,0.0,0.0
ACTL7B,0.0,0.0,0.0,0.013184,0.0,0.0,0.011089,0.0,0.0,0.081756,0.0,0.0,0.0,0.0,0.0265342,0.0,0.0
ACTL8,0.0,0.11034825,0.17844,0.05757775,0.0742321,8.841866667,0.06490795,0.5111975,0.131271,0.05649275,0.0331031,0.025742333,6.53356,0.0120712,0.2166965,0.02959755,0.905693
ACTL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN1,69.10845,84.42155,42.0345,60.21185,68.06235,109.8866667,80.5123,7.881125,121.3295,64.5525,184.057,24.5003,91.6867,56.4471,80.6227,110.5105,65.24825
ACTN2,1.089655,0.10318825,6.591695,9.856505,0.0397726,0.215933,0.06620565,0.2566655,0.2620125,0.637888,0.139990333,0.046925067,0.877183,0.201537,1.198175,0.1331539,0.2883125
ACTN3,0.0129013,0.005006,0.00581555,0.0476865,0.0,0.0,0.003981565,0.00684825,0.01199665,0.0469087,0.0,0.026471267,0.0,0.01192675,0.0344002,0.04401595,0.0358899
ACTN4,116.385,103.181,186.8235,287.047,289.0605,173.0973333,109.915,120.7115,220.599,106.326,391.0453333,57.3805,244.642,94.3527,237.9745,200.119,80.98825
ACTR10,35.33855,32.8337,20.8642,18.3243,17.11635,20.1536,27.66715,14.7262,20.57325,33.30795,27.95856667,20.52123333,16.2937,31.61165,24.4916,19.6588,17.2622
ACTR1A,31.90875,43.31285,27.6202,27.0909,68.4511,35.89643333,39.1965,19.51295,66.93435,24.2398,42.2466,45.81766667,29.1545,28.0321,46.8593,63.3903,40.87785
ACTR1B,19.1191,45.2888,26.48765,34.8617,21.1135,8.73065,25.0866,37.4067,39.4247,23.6456,31.9053,30.08006667,39.2778,15.0328,54.53445,20.33425,19.8171
ACTR2,48.25865,77.7723,84.9185,90.68375,41.80415,96.18333333,58.9317,47.3692,49.32405,97.568,64.64126667,175.4003333,54.1397,86.29695,97.05685,58.51885,132.498
ACTR3,32.4789,31.00855,44.2291,42.1971,20.70025,34.97813333,34.97575,24.4398,21.4241,39.97345,25.0768,91.79543333,15.3242,58.1437,46.90275,30.13585,42.4578
ACTR3B,5.36596,3.53053,58.0994,7.992555,7.24339,4.84375,3.726025,10.37164,2.817915,3.127755,5.74523,2.973956667,2.86051,3.4301,11.20835,10.147,8.069975
ACTR3C,1.966175,0.555208,1.52718,2.5147,1.819145,0.959387,1.24746,2.941545,0.6666015,0.956466,1.6854,1.010369667,1.40042,1.341975,1.519965,2.28294,1.622365
ACTR5,9.03409,5.89115,4.909545,3.35057,4.780795,3.789626667,5.64833,4.916505,5.186945,6.922155,7.789366667,5.595083333,2.84811,5.530115,5.38821,2.629435,5.22603
ACTR6,14.38325,13.01505,14.45145,13.86315,4.51455,11.54746667,11.16905,11.72515,4.366105,14.0166,7.581896667,16.0278,2.95795,15.7398,16.97075,5.9464,16.43585
ACTR8,8.03061,10.99005,9.06381,5.85602,6.388755,7.483443333,6.57911,6.785125,6.881975,9.14366,6.296016667,10.8949,4.20176,7.285555,10.9023,4.170395,9.574285
ACTRT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT3,2.586975,0.11556635,1.43682,0.7712995,0.813464,0.524922667,1.097685,0.6120545,1.394185,1.98881,2.22254,1.354403333,0.749822,1.44319,1.12014,0.77928,0.914241
ACVR1,6.973425,11.1439,31.6352,28.3047,13.38915,15.96446667,11.0585,21.2103,13.1418,10.7766,24.21726667,14.02323333,19.3015,12.12255,31.77605,10.107,12.22375
ACVR1B,5.85041,8.80686,9.482305,17.49145,9.70291,5.097473333,8.727525,8.06692,9.435685,6.958245,8.867756667,6.054096667,7.92451,7.059075,6.34746,6.244595,8.07516
ACVR1C,0.04654925,0.022629,0.575966,0.3737645,0.268049,1.063563333,0.848704,0.6239745,0.0697029,1.03601,0.039076833,0.34434,0.286338,0.0736699,0.02235154,0.186605,0.362519
ACVR2A,2.19182,2.68265,1.652495,2.7717,1.333875,2.106873333,3.19176,3.786635,1.352205,4.50456,1.472893333,1.846263333,2.25254,2.547445,3.284365,1.013907,4.043025
ACVR2B,2.251165,2.06743,2.110295,1.53054,0.775795,1.084293333,1.06347,1.84545,0.504063,3.48243,1.55183,0.551712333,0.38897,1.088165,1.288365,0.8427375,1.8176
ACVRL1,1.243285,4.6756,2.4535,10.7614,10.2509,3.2003,6.588755,4.78905,7.990775,1.823555,4.19223,7.801663333,6.59523,6.858075,9.11364,4.487545,5.52037
ACY1,19.93805,46.9707,10.164065,23.18835,43.2334,21.2888,29.7851,27.0803,59.4923,10.87375,18.8449,17.16346667,58.5834,11.83715,23.98455,22.332,29.73965
ACY3,0.0707315,0.01381345,0.1001688,0.4203205,0.05000975,0.028447367,0.2819875,0.0185694,0.7853905,0.147987,2.377913333,0.554096333,0.70842,0.2590375,0.0202238,0.1586635,0.0
ACYP1,22.6357,19.5472,12.9713,8.800805,7.539595,19.91316667,18.80205,9.58765,11.43225,23.9328,17.61243333,16.33656667,12.6509,26.08835,19.78755,12.58535,7.765145
ACYP2,4.24921,5.130275,3.81079,5.734395,4.580425,3.499276667,3.41804,4.58429,8.147725,8.646785,4.780486667,14.51366667,9.05672,5.17234,4.16469,3.530685,6.182995
ADA,7.3626,5.60712,5.556315,7.55208,11.41135,7.605626667,5.72114,6.624815,5.471975,8.08758,15.15163333,16.22543333,16.2967,10.181835,4.851405,9.527075,8.346765
ADAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.00524925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAD2,0.01255385,0.0096721,0.0220344,0.08185315,0.094215,0.017182567,0.1450215,0.08990735,0.07493745,0.0,0.018285467,0.034721767,0.0,0.0640537,0.0922349,0.1782355,0.0
ADAL,3.975535,1.822065,3.450275,3.975425,1.72607,3.610206667,3.15461,3.791865,2.19588,2.4848,4.660963333,5.474886667,1.777,5.96777,3.87036,1.60076,3.38712
ADAM10,22.3017,19.72345,48.07095,26.03055,14.67695,17.5672,14.1092,21.55585,7.31293,56.5096,15.59553333,47.7919,14.2469,28.99245,36.9824,13.64705,15.7862
ADAM11,0.982608,0.179192,0.4708285,0.1118455,0.235611,1.63261,0.600536,1.26643,0.191058,0.6914735,0.64014,0.0876021,0.356567,0.4245395,0.0588218,0.334088,2.021685
ADAM12,3.393335,10.5185,6.2142,16.48675,10.6173,9.256443333,3.86108,17.69805,4.92133,4.31383,4.294226667,1.25792,7.47903,9.193125,22.8436,5.108545,24.2522
ADAM15,63.86785,39.99185,38.437,48.25245,91.70855,47.3565,79.85605,56.1643,101.4785,31.9157,19.9429,57.4161,226.431,19.6602,31.1348,39.4893,71.3377
ADAM17,5.735295,7.57269,25.6521,14.45625,3.719105,7.65007,6.26102,12.6795,4.96215,8.39037,6.547273333,9.327966667,10.7572,8.1511,11.5184,3.309765,10.57045
ADAM18,0.00764125,0.0,0.0,0.00633815,0.0,0.0,0.0,0.0,0.0,0.0130604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM19,0.7736455,1.47678,14.5694,6.50012,6.511835,12.0252,2.045625,2.586665,10.87285,1.689355,7.163406667,4.590906667,4.14858,2.283565,6.50123,2.32758,6.64087
ADAM1A,4.062985,1.212485,2.97962,1.564605,0.243906,0.871031333,1.993215,10.4997,0.1729875,1.91338,0.676278,0.784941,0.43475,0.769659,2.02132,0.2110625,1.724225
ADAM2,0.0,0.0,0.0,0.0,0.0,0.125600567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110609,0.0,0.0
ADAM20,0.05010065,0.02135905,0.07228575,0.01524325,0.0,0.035386167,0.0411707,0.0561387,0.03322335,0.08190355,0.008084767,0.0227493,0.0173168,0.0210628,0.0119639,0.0,0.0
ADAM20P1,0.662584,0.1254945,0.221899,0.08916715,0.0242912,0.119920333,0.2916305,0.23445,0.02630625,0.3864135,0.0,0.036449,0.0159731,0.04829665,0.07079605,0.0121449,0.05340545
ADAM21,0.528682,0.0334517,0.154571,0.0958523,0.0183115,0.1565499,0.1766955,0.08135045,0.180098,0.091166,0.035966333,0.0,0.199405,0.318635,0.00942845,0.11979455,0.0366043
ADAM21P1,0.284333,0.00727515,0.119274,0.0277224,0.0118466,0.087973833,0.08644985,0.01926665,0.0302062,0.0443586,0.035382433,0.0,0.0,0.1257605,0.02441235,0.043146,0.0
ADAM22,0.4829735,1.61441,0.02848675,0.2427805,0.09483375,1.005948667,0.998917,0.778406,0.275736,0.7610615,1.058291,0.826740333,0.21254,0.3309365,8.771575,0.8124625,1.05891
ADAM23,2.1552,1.12661,16.12275,0.867893,14.0205,8.207016667,1.787875,0.755209,2.44282,3.430145,3.634123333,7.415453333,14.4985,3.472645,1.92082,6.622835,4.32014
ADAM28,1.14546,1.705405,0.5163225,2.47869,0.569434,1.17625,0.3950485,0.143933,0.246631,2.891715,0.742878,5.46271,0.340278,3.141335,0.8437375,1.12522,0.7716255
ADAM29,0.0,0.0,0.00602975,0.0,0.0,0.0486987,0.01363867,0.0068345,0.0,0.0,0.0,0.0071809,0.0,0.02089885,0.0087497,0.01824545,0.0
ADAM30,0.00606895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008038733,0.0,0.0,0.0133284,0.0,0.01193725,0.0
ADAM32,0.831241,0.0728404,0.1582645,0.1169875,0.0357615,0.0559568,0.1103005,0.09036505,0.294792,0.2672005,0.008427933,0.080560533,0.293475,0.0963376,0.3173715,0.0136289,0.168164
ADAM33,0.7409425,1.44291,0.7748365,2.82604,1.03803,0.468143667,1.2112,2.257545,1.31298,0.179246,0.132052767,0.188605667,1.30048,1.276205,3.188525,0.1742095,0.2210365
ADAM3A,0.0,0.00672095,0.0,0.2635005,0.0,0.045865033,0.00422172,0.0,0.0,0.013151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014668067,0.0,0.0,0.0,0.0,0.0,0.0
ADAM6,0.0,0.0,0.01987425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110179,0.0,0.0,0.0
ADAM7,0.0,0.0,0.0,0.0,0.0,0.004367333,0.0,0.00563765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM8,1.240575,1.746385,2.917835,6.988195,8.17031,1.160406667,3.518785,0.59944,6.54996,1.094026,11.1008,4.934473333,1.72045,6.98745,3.90197,17.49685,11.4893
ADAM9,16.5606,48.4619,47.25455,26.40675,14.12105,27.75293333,19.5897,35.7187,7.581235,19.4069,6.70483,24.87856667,11.6888,28.07155,44.09315,14.86325,39.3988
ADAMDEC1,0.588136,1.994475,0.1738614,2.80875,1.14492,0.294747667,0.11135605,0.1999645,0.835339,2.87383,2.491216667,10.13294333,1.21565,14.3013,1.316285,10.8943,0.324477
ADAMTS1,15.4746,13.23845,14.62645,52.2753,3.715885,10.16832667,7.62512,68.7203,10.323,10.057305,10.8994,4.562333333,6.5424,21.9729,41.27965,3.8284,21.5631
ADAMTS10,0.7487305,1.0222685,0.405745,3.08834,2.83273,1.14403,1.66207,4.281875,1.292745,1.27879,0.667469333,0.414692333,1.65433,2.567705,1.606945,0.853198,2.26279
ADAMTS12,0.682372,1.389895,0.3210805,1.023681,0.69939,1.521053333,0.9342775,1.13416,2.007465,0.2508115,0.563407667,0.511146333,0.690611,0.964793,2.84341,0.6410675,5.295625
ADAMTS13,8.138535,0.859553,0.6642665,1.60252,0.0972236,0.588793333,1.363235,3.177275,1.174205,1.763365,0.0986221,0.251766333,0.280653,2.62798,0.1621815,0.243008,0.502809
ADAMTS14,0.5048585,0.9630365,0.694625,2.32119,0.9447965,1.56833,1.31568,1.40959,0.683257,1.41923,1.409553333,0.182627,0.400116,1.103085,2.829265,0.458578,1.74893
ADAMTS15,0.643967,0.6103965,1.0259405,2.54775,1.41245,0.288571333,0.322658,0.7561825,2.387615,0.552941,1.139868,0.650103667,0.698758,3.476385,0.6876595,1.91281,0.203723
ADAMTS16,2.83203,0.05138865,0.01396185,0.2930055,0.745501,0.864607,0.0682611,0.0899145,0.03356985,0.260641,0.121270167,0.603773667,0.169474,0.373122,0.06973945,0.05081445,3.61177
ADAMTS17,2.18584,3.18068,6.5124,0.483959,2.066755,0.574601667,0.938014,2.16695,0.3633005,1.18627,0.448457333,0.619855,2.23464,0.509675,1.59962,0.220029,0.4750835
ADAMTS18,0.00315834,0.2021615,0.02742995,0.4105365,0.0228139,0.009721,0.0144861,0.0,0.03925915,0.0831122,0.018000867,0.021795567,0.189544,0.2982965,0.03405465,0.0,0.0
ADAMTS19,0.01740305,0.0058369,0.00989915,0.00555204,0.0,0.0,0.0156158,0.215272,0.015304565,0.1350175,0.0,0.0080887,0.00985332,0.003718725,0.0,0.003410935,0.0
ADAMTS2,3.559345,7.40749,1.390475,7.70858,21.63,8.358826667,6.42642,2.01008,16.4806,2.00465,8.94509,3.6547,4.85259,11.997,16.13855,7.984375,43.9073
ADAMTS20,0.002863245,0.0,0.0195609,0.1794765,0.0307349,0.0,0.05821945,0.174625,0.0,0.582651,0.0,0.0,0.00813395,0.0063507,0.06731755,0.0,0.0688459
ADAMTS3,0.1544095,0.3250065,0.040726,0.266238,0.0682634,0.1050316,2.56393,0.96997,0.06197465,0.231729,0.290204333,0.477984,0.0676112,0.382551,0.273302,0.6187205,4.643855
ADAMTS4,10.89145,2.35559,3.165865,102.486,7.631755,4.878283333,13.5657,7.72107,2.514865,5.231585,10.69156667,1.598986667,28.7081,7.26891,9.081835,3.93789,7.33966
ADAMTS5,0.1679835,0.2385375,0.877509,3.250785,0.4039505,1.115556667,0.5189205,0.2945135,0.3487115,0.2906655,0.545273,0.472855333,0.330372,1.815835,1.28803,0.295524,2.20806
ADAMTS6,0.47347,0.244454,4.35248,0.850207,0.235444,0.452400667,0.446106,1.6299,0.04157285,0.228001,0.096954433,0.176266,0.158279,0.661101,3.060095,0.04517195,0.679894
ADAMTS7,0.7864075,0.889327,2.056485,3.095025,4.2038,1.899516667,3.59445,7.249775,4.755215,2.95236,3.38036,0.521197333,9.35656,2.825325,3.703595,1.0894,7.178935
ADAMTS8,0.01867255,0.12147,0.540658,1.08923,0.381725,0.081108367,0.50132,0.703552,0.4216465,0.1757915,0.060311,0.661214333,0.338071,0.23668,0.2505955,0.0987484,0.02737475
ADAMTS9,0.4345005,1.029667,2.10048,65.7319,2.92732,1.513206667,1.618625,5.19611,1.322085,0.440503,1.476103333,0.814126,3.03438,2.03963,14.02115,1.129645,1.958955
ADAMTSL1,0.161897,1.386675,0.266192,0.7392165,1.62018,0.274425667,0.571757,0.0566449,0.569463,0.6037935,0.319165667,0.694131333,0.402967,0.777092,3.679585,0.6054955,1.521855
